,hi,roi_name,const,end_pos,start_pos,length,mid
0,1.1120087071686613,dnaA (Rv0001),0.008323474959626006,1524,1,1523.0,762.5
1,0.9783477746087474,near_dnaN (Rv0002),0.004353014916771738,2051,1525,526.0,1788.0
2,1.007041027528022,dnaN (Rv0002),0.0018967499899938082,3260,2052,1208.0,2656.0
3,0.8828755804162629,near_recF (Rv0003),0.0037515730488258407,3279,3261,18.0,3270.0
4,1.0393254572505766,incl_recF (Rv0003),0.0011261272434488691,4437,3280,1157.0,3858.5
5,1.0689659152782107,Rv0004,0.0011652601315396297,4997,4434,563.0,4715.5
6,1.1590198657884883,near_gyrB (Rv0005),0.0008067420660876437,5239,4998,241.0,5118.5
7,2.0598226660094703,gyrB (Rv0005),0.0013889257231620186,7267,5240,2027.0,6253.5
8,0.8354922187924753,near_gyrA (Rv0006),0.000929026461940793,7301,7268,33.0,7284.5
9,1.708286156287284,gyrA (Rv0006),0.001216984768040518,9818,7302,2516.0,8560.0
10,1.0374320549131593,near_Rv0007,0.0010416034625730926,9913,9819,94.0,9866.0
11,1.2246358021109494,Rv0007,0.0014378334535916904,10828,9914,914.0,10371.0
12,1.6645605152480885,near_ileT (Rvnt01),0.0009603492178974153,10886,10829,57.0,10857.5
13,2.9744927430891592,ileT (Rvnt01),0.0010855162684609183,10960,10887,73.0,10923.5
14,1.3872180096331928,near_alaT (Rvnt02),0.0011819077202818397,11111,10961,150.0,11036.0
15,1.0584366295069607,alaT (Rvnt02),0.0011360528861065675,11184,11112,72.0,11148.0
16,0.9364007280190935,near_Rv0008c,0.0015975321919345015,11873,11185,688.0,11529.0
17,0.7795808626898418,Rv0008c,0.001233408189125847,12311,11874,437.0,12092.5
18,1.0780996477166742,near_ppiA (Rv0009),0.0013174261054510526,12467,12312,155.0,12389.5
19,2.052253824814098,ppiA (Rv0009),0.0013339459006351413,13016,12468,548.0,12742.0
20,1.0636101049146933,near_Rv0010c,0.002439461043078736,13132,13017,115.0,13074.5
21,0.9447625296128196,Rv0010c,0.001135546826785546,13558,13133,425.0,13345.5
22,0.5665194185326973,near_Rv0011c,0.0014103023783934709,13713,13559,154.0,13636.0
23,1.164166044742225,Rv0011c,0.0009708795781222477,13995,13714,281.0,13854.5
24,1.247164704042646,near_Rv0012,0.0008518989798779263,14088,13996,92.0,14042.0
25,0.9358604115380709,Rv0012,0.00169087035906129,14877,14089,788.0,14483.0
26,0.9253669316347517,near_trpG (Rv0013),0.0010732268353516334,14913,14878,35.0,14895.5
27,1.0094943948412611,trpG (Rv0013),0.00140818547297123,15612,14914,698.0,15263.0
28,1.205253752301124,incl_pknB (Rv0014c),0.0012496799620857228,17470,15590,1880.0,16530.0
29,1.157849450260045,incl_pknA (Rv0015c),0.0018027928433850043,18762,17467,1295.0,18114.5
30,1.0312052328131562,incl_pbpA (Rv0016c),0.0014224743099952271,20234,18759,1475.0,19496.5
31,1.0980251669654177,incl_rodA (Rv0017c),0.0015619973115933586,21640,20231,1409.0,20935.5
32,1.21789609671905,pstP (Rv0018c),0.0014144999997817806,23181,21637,1544.0,22409.0
33,1.1137922341232394,near_fhaB (Rv0019c),0.003762513761685106,23269,23182,87.0,23225.5
34,0.9882322098151778,fhaB (Rv0019c),0.0013836143564950538,23737,23270,467.0,23503.5
35,1.0370461953364871,near_fhaA (Rv0020c),0.001759231407293981,23860,23738,122.0,23799.0
36,1.061619323158086,fhaA (Rv0020c),0.001991853926975393,25444,23861,1583.0,24652.5
37,0.943574344539662,near_leuT (Rvnt03),0.001621608731250146,25643,25445,198.0,25544.0
38,1.4954407285665041,leuT (Rvnt03),0.0013433546456264446,25726,25644,82.0,25685.0
39,1.1068036930210445,near_Rv0021c,0.001299635025322291,25912,25727,185.0,25819.5
40,1.170267600900125,Rv0021c,0.0013325063394661549,26881,25913,968.0,26397.0
41,1.1866709472696035,near_whiB5 (Rv0022c),0.0017719521493221673,27022,26882,140.0,26952.0
42,1.0473916661782627,whiB5 (Rv0022c),0.0011112962108775608,27442,27023,419.0,27232.5
43,0.8514608812854207,near_Rv0023,0.0018992977127483212,27594,27443,151.0,27518.5
44,0.9871680303409344,incl_Rv0023,0.001875058106687449,28365,27595,770.0,27980.0
45,0.9628961862177124,Rv0024,0.0013779013652272683,29207,28362,845.0,28784.5
46,1.1497578522555192,near_Rv0025,0.0009330163084371436,29244,29208,36.0,29226.0
47,1.0261533318314917,Rv0025,0.0009590650583155135,29607,29245,362.0,29426.0
48,0.992857565852482,near_Rv0026,0.0009725183071740895,29721,29608,113.0,29664.5
49,1.0253693515197606,Rv0026,0.0011542704801061167,31068,29722,1346.0,30395.0
50,1.2938049356818315,near_Rv0027,0.0010298529257301821,31188,31069,119.0,31128.5
51,1.023476906258102,incl_Rv0027,0.0011962979514326408,31513,31189,324.0,31351.0
52,1.0402123345887704,Rv0028,0.0013881745610895147,31819,31514,305.0,31666.5
53,0.9471959166361515,near_Rv0029,0.0011682764216146238,32056,31820,236.0,31938.0
54,1.1171637293195156,Rv0029,0.0020391029742015685,33154,32057,1097.0,32605.5
55,0.9737584198205255,near_Rv0030,0.0009227861961781663,33223,33155,68.0,33189.0
56,0.9077549897335724,Rv0030,0.0011141120554449691,33553,33224,329.0,33388.5
57,1.0862040996822933,near_bioF2 (Rv0032),0.002408024524620764,34294,33554,740.0,33924.0
58,1.1000920203719486,incl_bioF2 (Rv0032),0.0011862540807497438,36610,34295,2315.0,35452.5
59,1.068799532950397,incl_acpA (Rv0033),0.0012057031558830175,36870,36607,263.0,36738.5
60,0.939986849046612,incl_Rv0034,0.0013701600719295728,37262,36867,395.0,37064.5
61,1.1033269884838284,fadD34 (Rv0035),0.0013592002643460885,38947,37259,1688.0,38103.0
62,1.0254792093458585,near_Rv0036c,0.012843955726544403,39055,38948,107.0,39001.5
63,1.0543268925553348,Rv0036c,0.009536778660430045,39829,39056,773.0,39442.5
64,2.211237369923645,near_Rv0037c,0.0006586030017098324,39876,39830,46.0,39853.0
65,0.9896329067773123,Rv0037c,0.0015040074871282567,41202,39877,1325.0,40539.5
66,1.0445818164470158,near_Rv0038,0.0012361834842736993,41303,41203,100.0,41253.0
67,0.9124668256980042,Rv0038,0.0017571430470796295,41912,41304,608.0,41608.0
68,1.186993648680521,near_Rv0039c,0.001209963747804317,42003,41913,90.0,41958.0
69,0.9206184027677478,Rv0039c,0.0024814429614351007,42351,42004,347.0,42177.5
70,1.6727671004138285,near_mtc28 (Rv0040c),0.001042690968592806,42432,42352,80.0,42392.0
71,1.0847967902538689,mtc28 (Rv0040c),0.0017794749230236996,43365,42433,932.0,42899.0
72,0.8227496786490005,near_leuS (Rv0041),0.0013619487345743432,43561,43366,195.0,43463.5
73,1.4019212139013817,leuS (Rv0041),0.001283828176589459,46471,43562,2909.0,45016.5
74,1.2879778417805303,near_Rv0042c,0.002179311664719378,46580,46472,108.0,46526.0
75,1.04971812301361,Rv0042c,0.0013517272723710832,47207,46581,626.0,46894.0
76,1.1953918766743132,near_Rv0043c,0.0010057294978044998,47365,47208,157.0,47286.5
77,1.1186670857321894,Rv0043c,0.0010397839044143588,48100,47366,734.0,47733.0
78,0.7852714209759354,near_Rv0044c,0.00101020440492998,48232,48101,131.0,48166.5
79,1.013115767313336,incl_Rv0044c,0.0019820590620566085,49042,48233,809.0,48637.5
80,1.0523366007593322,Rv0045c,0.0013113636489007396,49939,49043,896.0,49491.0
81,1.9275052739040428,near_ino1 (Rv0046c),0.0009583236978360244,50020,49940,80.0,49980.0
82,1.2341195933023514,ino1 (Rv0046c),0.0015874323366418448,51124,50021,1103.0,50572.5
83,0.9480498210586769,near_Rv0047c,0.0007904042866601291,51184,51125,59.0,51154.5
84,0.9599566596172062,Rv0047c,0.00179147233939379,51727,51185,542.0,51456.0
85,0.9839729041930374,near_Rv0048c,0.001392604858611106,51827,51728,99.0,51777.5
86,1.159660623760229,Rv0048c,0.002040118292466216,52697,51828,869.0,52262.5
87,1.0337806261102194,near_Rv0049,0.004218029243591455,52830,52698,132.0,52764.0
88,0.8323243483544547,Rv0049,0.0015616976464730987,53244,52831,413.0,53037.5
89,1.2144037038559365,near_ponA1 (Rv0050),0.0029477064015620805,53662,53245,417.0,53453.5
90,0.9600355701169602,incl_ponA1 (Rv0050),0.0013482687139992648,55699,53663,2036.0,54681.0
91,1.1304731183575167,Rv0051,0.0012411983523163254,57378,55696,1682.0,56537.0
92,1.2714720160982464,near_Rv0052,0.001054720460014379,57409,57379,30.0,57394.0
93,0.9276897530285424,Rv0052,0.0017222221540869071,57973,57410,563.0,57691.5
94,0.9190760023902947,near_rpsF (Rv0053),0.0018370737326421796,58191,57974,217.0,58082.5
95,1.5895451932524314,rpsF (Rv0053),0.002383647758288362,58482,58192,290.0,58337.0
96,1.1243764489825425,near_ssb (Rv0054),0.001511549338071521,58585,58483,102.0,58534.0
97,1.5128630767528841,ssb (Rv0054),0.002032184092938495,59080,58586,494.0,58833.0
98,1.123193848263734,near_rpsR1 (Rv0055),0.001434834595456352,59121,59081,40.0,59101.0
99,1.426866167005563,rpsR1 (Rv0055),0.0013205387798221715,59376,59122,254.0,59249.0
100,1.4296180344959422,near_rplI (Rv0056),0.0015474490458263009,59408,59377,31.0,59392.5
101,0.9968841341518742,rplI (Rv0056),0.0012278886684986118,59867,59409,458.0,59638.0
102,0.9255214527490628,near_Rv0057,0.0008401803916723296,59895,59868,27.0,59881.5
103,1.0619383920327723,Rv0057,0.0009885166546732436,60417,59896,521.0,60156.5
104,1.2792939940707164,dnaB (Rv0058),0.0013272373319473476,63020,60396,2624.0,61708.0
105,1.1392847091866063,near_Rv0059,0.0010113326376302197,63199,63021,178.0,63110.0
106,1.1483689571552587,Rv0059,0.0012529596085845943,63892,63200,692.0,63546.0
107,0.9854932017885777,near_Rv0060,0.0010006692788041686,63908,63893,15.0,63900.5
108,0.9920193598551053,Rv0060,0.0009584186480959567,64967,63909,1058.0,64438.0
109,1.190148378161201,near_Rv0061c,0.0012576251918885427,65011,64968,43.0,64989.5
110,1.1807769500311853,Rv0061c,0.001229734464274122,65350,65012,338.0,65181.0
111,1.102878038614682,near_celA1 (Rv0062),0.0011873916148118096,65551,65351,200.0,65451.0
112,1.1526332311091176,celA1 (Rv0062),0.0017228477423911312,66694,65552,1142.0,66123.0
